,date,title,url,snippet
0,2025-07-01 07:00:00,"Oracle signs $30 billion-a-year cloud contract, amid explosive growth - RCR Wireless",https://news.google.com/rss/articles/CBMiekFVX3lxTE1Yd0IzXzJTMjI2ZmZfM091MnZPN3hERG81Y1Y4Yk1pM2dqMXlNbmZ3WGxCQ3FvMk9QdlI4aXk3a2w5NlFDcWJmU3F0dlNTNjA2QjNJV1hpS1NBUUY4OGNsLVNFMGRmbkpVRlVjbFVmU2NwTkpjb3ppVFB3?oc=5,
1,2025-07-15 07:00:00,Oracle to Invest U.S. $2 Billion in AI and Cloud Infrastructure in Germany - Oracle,https://news.google.com/rss/articles/CBMiugFBVV95cUxOTmNNb2FDNjFkVUZKQ2xBSXJYNEZaTkJ0ck1FLW5GYVVLeEtRRHFVRjFNaGdDMzl0dkZZYmg2ejJhbml0QjVJaHo1eDBjWHZWSDY5MEJHOXZ5TklabkdSV1A4c28tZl9WdUtweW9FWFAxSzlUN1JGRG80dU1Ob1Q3bTZtLWR2dll4dnVzVHREUURMcW5lYS1CZ3B3N2FjcmN6RlB6ZzQ3TFJEYUQ4dVU1cVJ6clJBSmxjb1E?oc=5,
2,2025-07-16 07:29:42,Tech giant Oracle to invest $3 billion in Germany and the Netherlands - Telegrafi,https://news.google.com/rss/articles/CBMipgFBVV95cUxOamhub1hjUjRBeHFueUNPVUl0N0lwWDIyclZZOWtMWWNuV1Fmai1SSnN3dG5qRVEwOGtIYmV5Zm1mZEJpa1Q1SnNLSWprWk5RYUJzUGpHUGhUbDFtNzItS05xY2VhZklZWnJnOENIaTNnaFNvNWNkRFVSYndaM25QRG0yMm04M2pGbTZ6Q1J4ZWEyOXNvaWN0ZTQ0VjBEaEs4OGtHX0VB0gG4AUFVX3lxTE42azY2ampBRllUSTk3bTlia0FWSnVlNm1aYlNlZTlVMjQ0Wl8yQkZKU3J3MlhVQVhUSFNkRnhjMGlYcENqd3hzeGo4R2tsNFpfT2FJUzdYNFM1ZjJHbXdaVzJ1cU9KMVlKUExWVUVYNGIyZ2xlVm52X29zbzB1cHE5WEJKc3FQeF91aGJYdHBES3M1cDZWRjZGSnI2RjdVVXlXMlJaa3MwRS1jMksyNDZZVzNuajZsYS0?oc=5,
3,2025-09-10 07:00:00,"Exclusive | Oracle, OpenAI Sign $300 Billion Cloud Deal - WSJ - The Wall Street Journal",https://news.google.com/rss/articles/CBMisgNBVV95cUxPZ05TYVpBV3hzczhXZHl2X19Pb29rYmN0VXg1Q1BCSTlpVUo1NllaM3czT3E0Q2JRakJNYVNNamJOdzZlNFRZdEtuV3pMXzhnX3YwZmNSUjNXTU5CN3Iyem5qQTZjVDh3SzRNd0dqVloyWHBLNDl5YmR3QVcxa3Q3alNGZXNQWmtHbW1jY3VJM3QzZ1BnbHBINXJUUlNCc0p2OWc4R0VqQ25nQ09DeVRrcklTdHNPaE0yeFpIYWlacUFjTE5CV1BFNE1vWTQ4Q2ZwX0VTdHRuN3p5YnZMZ0VXRjUtcndJbEtQR25oSGtLazA4WmE3M3JCc0dHczRBZXNPMy1KQ0VFWG96QVRjTXAycmduUXBFVU8wZl9mMDczY3Q3aGZlSmFuOXhtNFcteUpWdnNCbVhwdU1LTUFSNE5OQm85OE9mV1RMVEt2Q20tTHJ0Vlp4alZYQkpxbVBEWmpVdTVMVTNkUGp4aXp4X1VpR3dYeTBQVnBvVkg4ak9hWTNnUHcweERNODRsWGhvTUdKVkRNVU9pRkU4UXZPTGw3MWZvWUJCZVRFQ2tRMUtKVkUzQQ?oc=5,
4,2025-09-11 07:00:00,The NATO Communications and Information Agency Selects Oracle Cloud Infrastructure - Oracle,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQaGgyZERNZ2Z6QnlwblA2Qk1XeGw0Z3ZmTlBoX2JiNVQyQ1JuTHltOTRaM2x4c3pHbDVudjA5clNYUV9FeGhkbnUtbGhROHZXMUo2RXNTVEV3a3RnaU0zRjlJdENkUUp2RkVRLV9PWHkzeW1qY2ZQc2tWREVtWkxyb1o0MV9yalduQkN4RVlMVGZvTWtNY3BWMGtseEJhY2NQODRNZFJBdjZwckE?oc=5,
5,2025-09-11 07:00:00,"Oracle Health to Enable Accelerated Payer-Provider Collaboration, Advanced Value-Based Care - Oracle",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPc0x4Q0ZnTzBVbEFmZ1BteW5jM0syeldMMFBueDh2R3ZUdTRzdWdvUERjSmRtNUtIN0xaUnFaMHdwTjI0SG1wSmFEMjFENlFNWVBJUUhxTzZRdkNWTExHa2dmbk83UDBfclN1S2xOWnFWX2xEVFZjazczWUNYZHppMW5URFpMZnlTSFAxR2Jmd3FPVFVWYkRJLXR4WU40NXljQnJiWUdCNy1FWXd6cTJsOW9vU09saWo3?oc=5,
6,2025-09-23 07:00:00,"OpenAI, Oracle, and SoftBank expand Stargate with five new AI data center sites - OpenAI",https://news.google.com/rss/articles/CBMiXkFVX3lxTE9xOW5ZN2xtYU5kdkNYV2hRTjhKcGZPS2hFYTdlcUhOR1JyNmhWZU9iMnBrOE4tVXZnWmI2UzBhSzhLbVhKOHNTMlB5eWtkUnU2OS01czdCQ05WaWpGb2c?oc=5,
7,2025-10-14 07:00:00,Oracle Cloud Infrastructure Enables More Customers to Rapidly Deploy AI and Cloud Services - Oracle,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPd043cFd0QnYxeDFWYl9HUDZFZExqc0dyUWNpeU1GWElSd1JYMmRCVHpBVmp4cExYN3JNYVJZZi1tWlJ0QzBvYTVzZXFraHo3NGtWNVNMTTFYY1FOZDUyT09CMm9CS0IxdXVhQ3YyeFFpR25sMEpaekRheWgwbDJ0Zzlhb1M3R3BjMFBZamFkTW5ROGIzYzBqU2NGb0R4T3ZaU0xLVGxHOEpoMzJCc2lNZGloeGkxSEJWZmh3TldxbUg0VVVONXpiTVMyM0hwNTBpdHlaV053MnRraVNwWWFVN01IUVYySXc?oc=5,
8,2025-10-14 07:00:00,Oracle and AMD Expand Partnership to Help Customers Achieve Next-Generation AI Scale - Oracle,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQS0FhNE9yakh1R2pYaDdJLS1KWC1pQ1dma2RtczBTOEZzWHRNdUkxR1RTcDMzanBweW0xSjhNZGxVaV9WeldVT1FBR01Bc0k2NjM1ekNJWWlTeGRoVVpTZUNiYktubGJ1eUZFTHR3TlctUGlNTHJMTUdEcURLWnhRTGc1MjBpc1g3djQxTTdJWTFBRjA5TUMxU0YxbXc0bEtncDE4WWd1Y2FGU0dld0FDOS1QV2MtM1ZnblBJRHlMeWlRSzE3RGpTOEJ4ZmxacTc2WlhoMXMwWXRDekgzQWZr?oc=5,
9,2025-10-20 07:00:00,Sunnybrook Health Sciences Centre Selects Oracle Health Technology to Enhance Patient and Caregiver Experiences - Oracle,https://news.google.com/rss/articles/CBMi9wFBVV95cUxPcG15M0hxVFF3eXQ3ZEZ1MjFTNGh6YTdBbmhJZjhiX3BqYjlsQnBpNWJGVHlvX2VyN2c2MUVjYTJOQnR4MmdFNkRoRzljYkJwMVBKNXl0NVk0QXhLRVpBeW1rUnJhUmp6dGpwdko4SzFhLVpVbW0wNlJPT3UteE9BZXp5cDN2TGhLV2pPREdYYVptQmpDQWpIQzVtQWk0WlJkaW5vTjZMbGNfaHJlRTBHbUpFaUFaeC12ajZ3ck5NaXFLWG0yS3dnQkVhLV9HLVdGZFJHX3FUZl9hamNucnEyT1NIQm9acGxwVW9NSV91bTExUWM4S0RF?oc=5,
10,2025-10-24 07:00:00,Oracle-Linked Data-Center Loan Deal Could Test AI Debt Market - Barron's,https://news.google.com/rss/articles/CBMihgNBVV95cUxQZDNDYXNIS0ZISlJ2enNqbjRlZFRqR2E4Rmw2YVpUbEVUaUd0OTNjX0l5WTZTOHJyV1N0eHJua1J5cHBsUmItS1VGZnY2ZzBaWDZpQkIwRnZ5eDNDQ0lzS05OTG1fQWxTWnI3Z0RaaXh4U0hjSVZreG83VWExR1R3VWJ6SkNzQmU1ZmtIX3lkaXRvd3ZBNUtqNENXTTRHQlJXNWZ1RmxVZ3NjMnZYNk10Qkd0YkNfZWJRS1FiNVd2UldfeDZudy1VaFRHMDVJczZ4b1ZrOExyZmF5SkdtREgwaVk5UzBlemI1Qjk1dGMzVkVWS1cxel9UQWZiU3FRSWlYU19KUlVsTDdINVhpTS1SQXNFS3c4ejM2Z29yUUVaZkRXRVhwZ3ZIcnRQU21zSUhkb2ZMWjFfenJfY3VuRkpsNWpvUkRucEtWejdlalhkOG9YNVRKOFBnTnc3RVd2V0lkOGhiZjFfOVNYVnRMeE44UG5mNmlSVDRES0ZyZWhPUTJSbWRBRlE?oc=5,
11,2025-10-30 07:00:00,"Whitmer touts ‘largest investment in Michigan history’ with OpenAI, Oracle data center project - ClickOnDetroit | WDIV Local 4",https://news.google.com/rss/articles/CBMi4gFBVV95cUxQTXI5ZjJ1ekZxMWZKXzFZSFZDdVZnV0doTGpMZ282QUhXUG5jQUxIdU13SmNIekNmVnpiVEpqLXJkSEJBVHl0dWVST1FlTFpIdHByNFlqTEZ6WVJpbVk2WldnQlpGVjRSLTVyZTFYaFluMWlibWNUandoWEZldTJRYXdnT0tMaW16S1dxM19GcktXNGdvaTFsdlFYckVvQ2dtQ3I5bGdnTFhwUHJhWC1wRGtOQkt6TkhULXlfN2NveXBQcm4wNWhMcnlLcXFwdTVwNXFxSzQ1Nm5LdU1lMjV6c0F3?oc=5,
